iem_cd,name,ticker,sector,industry,up52wk,down52wk,변동률(%),sector2
US74623V1035,"PureCycle Technologies, Inc.",PCT,Industrials,Pollution & Treatment Controls,14.99,4.94,203.4412955,제조
US40434L1052,HP Inc.,HPQ,Technology,Computer Hardware,41.47,24.74,67.62328213,제조
US35909D1090,"Frontier Communications Parent, Inc.",FYBR,Communication Services,Telecom Services,35.15,21.06,66.90408357,방송/통신
US8175651046,Service Corporation International,SCI,Consumer Cyclical,Personal Services,75.11,56.85,32.11961302,서비스/오락/문화
NL0011585146,Ferrari N.V.,RACE,Consumer Cyclical,Auto Manufacturers,278.78,167.45,66.48551807,제조
NL00150001Q9,Stellantis N.V.,STLA.MI,Consumer Cyclical,Auto Manufacturers,19.35,11.16,73.38709677,제조
US2128731039,CONX Corp.,CONX,Financial Services,Shell Companies,10.01,9.76,2.56147541,금융업
CNE100002TP9,"Proya Cosmetics Co.,Ltd.",603605.SS,Consumer Defensive,Household & Personal Products,185.34,110.79,67.28946656,제조
US01675A1097,"Allbirds, Inc.",BIRD,Consumer Cyclical,Apparel Retail,32.44,2.8345,1044.469924,유통
US0926671043,"Blade Air Mobility, Inc.",BLDE,Industrials,Airports & Air Services,11.59,3.845,201.4304291,서비스/오락/문화
US09073Q1058,BiondVax Pharmaceutical,ADRs,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0.865,0.84,2.976190476,의료/의약
US00289Y1073,Abeona Therapeutics Inc.,ABEO,Health Care,Biotechnology: Pharmaceutical Preparations,28.5,2.7001,955.5164624,의료/의약
KYG4236L1124,"Guardforce AI Co., Limited",GFAI,Finance,Finance: Consumer Services,4.4,0.221,1890.950226,금융업
US03635R1077,Anpac Bio-Medical Science Co Lt,ANPC,Health Care,Medical Specialities,0.152,0.146,4.109589041,의료/의약
CA10778Y3023,Briacell Therapeutics Corp.,CA10778Y3023.SG,Health Care,Pharmaceuticals and Biotechnology,6.01,5.81,3.442340792,의료/의약
US14888D2080,"Catalyst Biosciences, Inc.",CBIO,Health Care,Biotechnology: Pharmaceutical Preparations,1.183,0.092,1185.869565,의료/의약
US82640U4040,"SIERRA ONCOLOGY, INC.",SRRA,ETF,ETF,55.19,14.91,270.1542589,혼합
US67086U3077,"The OLB Group, Inc.",OLB,Technology,EDP Services,12.8,0.83,1442.168675,금융업
US74933X2036,"Ra Medical Systems, Inc.",RMED,ETF,ETF,3.53,0.11,3109.090909,혼합
IL0010951403,SciSparc Ltd.,SPRC,Health Care,Biotechnology: Pharmaceutical Preparations,7.08,0.61,1060.655738,의료/의약
US91680M1071,Upstart Holdings Inc.,UPST,Finance,Finance: Consumer Services,22.75,22.17,2.616147948,금융업
US0758961009,Bed Bath & Beyond Inc.,BBBY,Consumer Discretionary,Other Specialty Stores,30.06,4.38,586.3013699,유통
IE00BL53QQ85,Nabriva Therapeutics PLC,NBRV,Health Care,Biotechnology: Pharmaceutical Preparations,37.35,6.05,517.3553719,의료/의약
US10802T1051,Brickell Biotech Inc.,BBI,Health Care,Biotechnology: Pharmaceutical Preparations,37.22,2.46,1413.00813,의료/의약
NL0015000N74,Sono Group N.V.,SEV,Consumer Discretionary,Auto Manufacturing,47.49,2.53,1777.075099,제조
US00788A1051,"Advent Technologies Holdings, Inc.",ADN,Utilities,Power Generation,10.04,1.13,788.4955752,기타
US30162V4095,Exela Technologies Inc.,XELA,Technology,Retail: Computer Software & Peripheral Equipment,47.6,0.4508,10459.00621,IT
US4620442073,Ion Geophysical Corp,IO,Energy,Energy Equipment and Services,2.67,0.3,790,기계
KYG8377A1085,Spring Valley Acquisition Corp.,SV,Financial Services,Shell Companies,8.56,11.23,-23.77560107,금융업
US75724T1034,REDBOX ENTERTAINMENT INC.,RDBX,Production of shows,Consumer Discretionary Service,27.22,1.6101,1590.578225,서비스/오락/문화
US74347G4322,ProShares UltraPro Short QQQ,SQQQ,ETF,ETF,67.69,28.15,140.4618117,혼합
US57403M1045,"The Marygold Companies, Inc.",MGLD,Financial Services,Asset Management,5.15,0.967,432.5749741,금융업
US1280582032,Caladrius Biosciences Inc,8NE2.SG,Health Care,Biotechnology,15.75,0.4909,3108.392748,의료/의약
US83587W1062,Sos Ltd,SOS,Financials,Financial Services,141.05,4.08,3357.107843,금융업
US83548R1059,Sonnet Biotherapeut. Hldgs.Inc.,SONN,Health Care,Biotech & Pharma,10.22,1.23,730.8943089,의료/의약
US98979H2022,Zosano Pharma Corporation,ZSAN,Health Care,Biotech & Pharma,29.75,0.1,29650,의료/의약
US67577C1053,"Ocugen, Inc.",OCGN,Health Care,Biotechnology: Pharmaceutical Preparations,17.65,1.67,956.8862275,의료/의약
US09060J1060,"BioDelivery Sciences International, Inc.",BDSI,Health Care,Biotechnology: Pharmaceutical Preparations,5.62,2.5,124.8,의료/의약
US60852L1061,Molecular Data Inc.,MKDTY,Chemicals,Software & Tech Services,6.975,0.001,697400,IT
US74907L1026,Quoin Pharmaceuticals,QNRX,Health Care,Biotechnology: Pharmaceutical Preparations,15.94,0.083,19104.81928,의료/의약
US05337M1045,Avadel Pharmaceuticals PLC,AVDL,Health Care,Biotechnology: Pharmaceutical Preparations,9.8,1.04,842.3076923,의료/의약
US67113Q1058,OTR Acquisition,OTRA,ETF,ETF,15.3,8.08,89.35643564,혼합
US62844N2080,My Size Inc.,MYSZ,Technology,Retail: Computer Software & Peripheral Equipment,2.97,0.18,1550,IT
KYG898771079,TradeUP Global Corp.,TUGC,Financial Services,Shell Companies,10.59,3.77,180.9018568,금융업
BMG889121031,Tiziana Life Sciences Ltd,TLSA,Health Care,Biotechnology: Pharmaceutical Preparations,1.7,0.53,220.754717,의료/의약
US35085K1097,4D Pharma PLC ADR,LBPS,Health Care,Biotechnology,10.38,1.5,592,의료/의약
US63937X2027,"Navidea Biopharmaceuticals, Inc.",NAVB,Health Care,Biotechnology: Pharmaceutical Preparations,1.83,0.23,695.6521739,의료/의약
CA98400H1029,XBiotech Inc.,XBIT,Health Care,Pharmaceuticals and Biotechnology,16.47,3.6,357.5,의료/의약
US2936021086,"Ensysce Biosciences, Inc.",ENSC,Health Care,Biotechnology: Pharmaceutical Preparations,7,0.192,3545.833333,의료/의약
US00973W1027,Akerna Corp.,KERN,Health Care,Managed Health Care,3.88,0.088,4309.090909,의료/의약
US1920031010,"Codex DNA, Inc.",DNAY,Health Care,Medical Specialities,12.07,1.65,631.5151515,의료/의약
US40145Q4010,"Guardion Health Sciences, Inc.",GHSI,Health Care,Medicinal Chemicals and Botanical Products,1.98,0.13,1423.076923,의료/의약
US28059P1057,Edible Garden AG Incorporated,EDBL,Industrials,Agricultural Chemicals,3,0.65,361.5384615,화학
US45845P1084,"Intercept Pharmaceuticals, Inc.",ICPT,Health Care,Biotechnology: Pharmaceutical Preparations,21.25,10.81,96.57724329,의료/의약
US74347Y8396,ProShares Ultra VIX Short-Term Futures ETF,UVXY,ETF,ETF,26.22,8.71,201.0332951,혼합
US21077C1071,ContextLogic Inc.,WISH,Consumer Discretionary,Durable Goods,0.958,0.8898,7.66464374,서비스/오락/문화
US22266T1097,"Coupang, Inc.",CPNG,Consumer Discretionary,Durable Goods,30.94,8.98,244.5434298,서비스/오락/문화
BMG667211046,Norwegian Cruise Line Holdings Ltd.,NCLH,Consumer Discretionary,Hotels/Resorts,29.45,10.31,185.6450048,서비스/오락/문화
US6541101050,Nikola Corporation,NKLA,Industrials,Industrial Machinery/Components,15.56,3.78,311.6402116,기계
US26853E1029,EHang Holdings Limited,EH,Consumer Discretionary,Air Freight/Delivery Services,27.57,4.69,487.8464819,운송/운수
US02376R1023,American Airlines Group Inc.,AAL,Consumer Discretionary,Air Freight/Delivery Services,22.35,11.85,88.60759494,운송/운수
PA1436583006,Carnival Corporation & plc,CCL,Consumer Discretionary,Marine Transportation,26.57,8.1,228.0246914,운송/운수
US0378331005,Apple Inc.,AAPL,Technology,Computer Manufacturing,182.94,129.04,41.7699938,IT
US00206R1023,AT&T Inc.,T,Consumer Discretionary,Telecommunications Equipment,21.53,15.58,38.18998716,방송/통신
US2473617023,"Delta Air Lines, Inc.",DAL,Consumer Discretionary,Air Freight/Delivery Services,46.27,27.8,66.43884892,운송/운수
US37045V1008,General Motors Company,GM,Consumer Discretionary,Auto Manufacturing,67.21,30.33,121.5957798,제조
US64110L1061,"Netflix, Inc.",NFLX,Consumer Discretionary,Consumer Electronics/Video Chains,700.99,162.71,330.8217073,IT
US45765Y2046,"Insignia Systems, Inc.",ISIG,Consumer Discretionary,Advertising,35.5,4.93,620.0811359,서비스/오락/문화
US46090E1038,Invesco QQQ Trust,QQQ,ETF,ETF,408.71,269.28,51.77881759,혼합
US74347X8314,ProShares UltraPro QQQ,TQQQ,ETF,ETF,91.68,20.45,348.3129584,혼합
US25459W4583,Direxion Daily Semiconductor Bull 3X Shares,SOXL,ETF,ETF,74.21,9.39,690.3088392,혼합
US70450Y1038,"PayPal Holdings, Inc.",PYPL,Consumer Discretionary,Business Services,273.51,67.58,304.7203315,서비스/오락/문화
US06367V1052,MicroSectors U.S. Big Oil Index 3X Leveraged ETNs,NRGU,ETF,ETF,797,127.5,525.0980392,혼합
US06367V3033,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETNs,NRGD,ETF,ETF,525.5,42.07,1149.108628,혼합
US74347R2067,ProShares Ultra QQQ,QLD,ETF,ETF,94.54,38.07,148.33202,혼합
US0636796338,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETNs,NRGD,ETF,ETF,525.5,42.07,1149.108628,혼합
US5168062058,"Laredo Petroleum, Inc.",LPI,Energy,Oil & Gas Production,120.86,51.23,135.9164552,화학
US22052L1044,"Corteva, Inc.",CTVA,Industrials,Major Chemicals,64.3,41.37,55.42663766,제조
US88160R1014,"Tesla, Inc.",TSLA,Consumer Discretionary,Auto Manufacturing,414.5,206.86,100.3770666,제조
US0636798235,MicroSectors U.S. Big Banks Index 3X Leveraged ETNs,BNKU,ETF,ETF,74.4,19.2,287.5,혼합
US1667641005,Chevron Corporation,CVX,Energy,Integrated oil Companies,182.4,101.45,79.79300148,화학
US81369Y5069,Energy Select Sector SPDR혻Fund,XLE,ETF,ETF,93.31,51.66,80.62330623,혼합
US5533681012,MP Materials Corp.,MP,Basic Materials,Precious Metals,60.19,27.48,119.0320233,철강
US81369Y2090,Health Care Select Sector SPDR혻Fund,XLV,ETF,ETF,143.42,118.75,20.77473684,혼합
US69047Q1022,Ovintiv Inc.,OVV.TO,Energy,Oil & Gas Production,79.28,38.24,107.3221757,화학
US78464A4094,SPDR Portfolio S&P 500 Growth ETF,SPYG,ETF,ETF,73.64,50.02,47.22111156,혼합
US78454L1008,SM Energy Company,SM,Energy,Oil & Gas Production,54.97,25.23,117.875545,화학
CA15135U1093,Cenovus Energy Inc.,CVE.TO,Energy,Oil & Gas Production,31.19,12.6,147.5396825,화학
US00724F1012,Adobe Systems Inc.,ADBE,Technology,Computer Software: Prepackaged Software,699.54,274.73,154.6281804,IT
US81369Y3080,Consumer Staples Select Sector SPDR Fund,XLP,ETF,ETF,81.34,67.94,19.72328525,혼합
US0079031078,"Advanced Micro Devices, Inc.",AMD,Technology,Semiconductors,164.46,66,149.1818182,전기/전자
US81369Y6059,Financial Select Sector SPDR혻Fund,XLF,ETF,ETF,41.7,30.12,38.44621514,혼합
US74347Y8628,ProShares UltraShort Bloomberg Crude Oil,SCO,ETF,ETF,89.3,17.89,399.1615428,혼합
US74347G8612,ProShares UltraPro Short QQQ,SQQQ,ETF,ETF,67.69,28.15,140.4618117,혼합
US7574681034,RedHill Biopharma Ltd.,RDHL,Health Care,Biotechnology: Pharmaceutical Preparations,6.5,0.473,1274.207188,의료/의약
IL0011715781,Inspira Technologies Oxy B.H.N. Ltd.,IINN,Health Care,Medical/Dental Instruments,9.59,1.1,771.8181818,의료/의약
US29428V1044,Epizyme Inc.,EPZM,Health Care,Biotechnology: Pharmaceutical Preparations,4.976,0.382,1202.617801,의료/의약
US88032L2097,"Tenax Therapeutics, Inc.",TENX,Health Care,Biotechnology: Commercial Physical & Biological Resarch,1.959,0.16,1124.375,의료/의약
US04744L1061,"Athersys, Inc.",ATHX,Health Care,Biotechnology: Commercial Physical & Biological Resarch,35.5,1.13,3041.59292,의료/의약
US7615256093,"Revlon, Inc.",REV,Consumer Discretionary,Package Goods/Cosmetics,17.65,1.08,1534.259259,제조
US28489L1044,"Electric Last Mile Solutions, Inc.",ELMSQ,Consumer Cyclical,Auto Manufacturers,9.49,0.001,948900,제조
US85572U1025,"Starry Group Holdings, Inc.",STRY,Consumer Discretionary,Telecommunications Equipment,10.9,1.6,581.25,방송/통신
US8361001071,"SoundHound AI, Inc.",SOUN,Technology,EDP Services,18.14,2.4,655.8333333,IT
US80706P1030,Scholar Rock Holding Corporation,SRRK,Health Care,Biotechnology: Pharmaceutical Preparations,36.43,4.32,743.287037,의료/의약
US20037C1080,"Comera Life Sciences Holdings, Inc.",CMRA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),15.3,1.11,1278.378378,의료/의약
US7172241090,"PhaseBio Pharmaceuticals, Inc.",PHAS,Health Care,Biotechnology: Pharmaceutical Preparations,4.1,0.24,1608.333333,의료/의약
US05338F1084,"AVALO THERAPEUTICS, INC.",AVTX,Health Care,Biotechnology: Pharmaceutical Preparations,29.401,2.4229,1113.463205,의료/의약
US8293224031,"The Singing Machine Company, Inc.",MICS,Consumer Discretionary,Diversified Electronic Products,14.7,2.39,515.0627615,IT
US7091028008,Pennsylvania Real Estate Investment Trust,PEI,Real Estate,Real Estate Investment Trusts,30.75,3.24,849.0740741,건설업
US03843E1047,"Aquestive Therapeutics, Inc.",AQST,Health Care,Biotechnology: Pharmaceutical Preparations,6.4,0.618,935.5987055,의료/의약
US00847L1008,"Agile Therapeutics, Inc.",AGRX,Healthcare,Drug Manufacturers?Specialty & Generic,41.2,0.262,15625.19084,의료/의약
CA66510M2040,Northern Dynasty Minerals Ltd.,NDM.TO,Basic Materials,Other Industrial Metals & Mining,0.65,0.31,109.68,철강
US8730483000,T Stamp Inc.,IDAI,Technology,Software?Application,9,0.8,1025,IT
US04537Y1091,Aspira Women's Health Inc.,AWH,Healthcare,Diagnostics & Research,3.51,0.32,996.875,의료/의약
US92915B1061,"Voyager Therapeutics, Inc.",VYGR,Healthcare,Biotechnology,10.6,2.46,330.8943089,의료/의약
CA87601A1075,TRX Gold Corporation,TNX.TO,Basic Materials,Gold,0.71,0.35,102.8571429,철강
VGG4645C1178,Hudson Capital Inc.,FRGT,Financial Services,Capital Markets,9.9,1.4,607.1428571,금융업
US6873051022,Orphazyme,1TBD,Health Care,Biotech & Pharma,32.5,1,3150,의료/의약
US8085247976,Schwab U.S. Dividend Equity ETF,SCHD,ETF,ETF,82.48,66.62,23.80666467,혼합
US0970231058,The Boeing Company,BA,Industrials,Aerospace & Defense,233.94,113.02,106.9899133,제조
US9229087690,Vanguard Total Stock Market Index Fund,VTI,ETF,ETF,244.06,180.31,35.35577616,혼합
US9229083632,Vanguard 500 Index Fund,VOO,ETF,ETF,441.26,330.53,33.50074123,혼합
US9229085538,Vanguard Real Estate Index Fund,VNQ,ETF,ETF,116.71,78.73,48.24082307,혼합
US46434V6213,iShares Core Dividend Growth ETF,DGRO,ETF,ETF,56.42,44.76,26.05004468,혼합
US46138G6492,Invesco NASDAQ 100 ETF,QQQM,ETF,ETF,167.91,110.58,51.84481823,혼합
US81369Y8600,The Real Estate Select Sector SPDR Fund,XLRE,ETF,ETF,52.17,35.42,47.28966685,혼합
US9219088443,Vanguard Dividend Appreciation Index Fund,VIG,ETF,ETF,172.87,136.05,27.06357957,혼합
US46641Q3323,JPMorgan Equity Premium Income ETF,JEPI,ETF,ETF,63.67,51.43,23.79933891,혼합
US9229087443,Vanguard Value Index Fund,VTV,ETF,ETF,151.89,123.68,22.80886158,혼합
US0636796171,MicroSectors Solactive FANG Innovation 3X Leveraged ETNs,BULZ,ETF,ETF,35.85,2.62,1268.320611,혼합
CA86730L1094,SUNDIAL GROWERS INC.,SNDL,Healthcare,Drug Manufacturer,9.6,2.12,352.8301887,의료/의약
US5178341070,Las Vegas Sands Corp.,LVS,Consumer Cyclical,Resorts & Casinos,48.27,28.88,67.1398892,서비스/오락/문화
US25460G3368,Direxion Daily Semiconductor Bear 3X Shares,SOXS,ETF,ETF,80.31,31.2,157.4038462,혼합
NL0009805522,Yandex,YNDX,Communication Services,Internet Content & Information,87.11,14.11,517.3635719,서비스/오락/문화
US25460G6908,Direxion Daily Semiconductor Bear 3X Shares,SOXS,ETF,ETF,80.31,31.2,157.4038462,혼합
US25490K2731,Direxion Daily Russia Bull 2X Shares (USD),RUSL,ETF,ETF,38.81,2.5,1452.4,혼합
US92189F4037,VanEck Russia ETF,RSX,ETF,ETF,33.39,5,567.8,혼합
US60938K1060,MoneyLion Inc.,ML,Technology,Software?Application,7.604,0.782,872.3785166,IT
US92852W5013,"Viveve Medical, Inc.",VIVE,Healthcare,Medical Devices,2.4,0.59,306.779661,의료/의약
US74704P1084,Puxin Limited,NEWYY,Consumer Defensive,Education & Training Services,11.9,0.001,1189900,서비스/오락/문화
US7599372049,Renaissance IPO ETF,IPO,ETF,ETF,70.59,26.31,168.3010262,혼합
US25459W1027,Direxion Daily Technology Bull 3X Shares,TECL,ETF,ETF,91.04,21.91,315.5180283,혼합
US72940R3003,PLURISTEM THERAPEUTICS INC.,PSTI,ETF,ETF,3.19,0.68,369.1176471,혼합
US25460G7161,Direxion Daily S&P Biotech Bear 3X Shares,LABD,ETF,ETF,85.28,15.69,443.5309114,혼합
US98986T1088,ZYNGA INC.,ZNGA,Communications,Media,11.25,5.57,101.9748654,방송/통신
US25460E5050,Direxion Daily CSI China Internet Bull 2X Shares,CWEB,ETF,ETF,253.6,35.5,614.3661972,혼합
US92259F1012,"Velodyne Lidar, Inc.",VLDR,Technology,Scientific & Technical Instruments,7.83,0.83,843.373494,IT
US37954Y4834,Global X NASDAQ 100 Covered Call ETF,QYLD,ETF,ETF,23.09,15.69,47.1637986,혼합
US0636798722,MicroSectors FANG+ Index 3X Leveraged ETN,FNGU,ETF,ETF,50.05,5.86,754.0955631,혼합
US78464A8541,SPDR Portfolio S&P 500 ETF,SPLG,ETF,ETF,56.44,42.29,33.45944668,혼합
US09610L1061,BLUECITY HOLDINGS LIMITED,BLCT,Computers and Technology,Internet - Software,4.59,1.08,325,IT
US76761L1026,NaaS Technology,REDU,Consumer Cyclical,Specialty Retail,22.45,2.0775,980.6257521,유통
US19423L5654,AXS Short Innovation Daily ETF,SARK,ETF,ETF,81.21,29.94,171.242485,혼합
US5007676787,KraneShares Global Carbon ETF,KRBN,ETF,ETF,56.07,35.35,58.61386139,혼합
US25460E6611,Direxion Daily Aerospace & Defense Bull 3X Shares,DFEN,ETF,ETF,24.45,11.37,115.0395778,혼합
US25459Y6941,Direxion Daily Financial Bull 3X Shares,FAS,ETF,ETF,155.82,53.24,192.6746807,혼합
US37954Y1525,Global X Hydrogen ETF,HYDR,ETF,ETF,29.23,10.82,170.1478743,혼합
US37954Y8553,Global X Lithium & Battery Tech ETF,LIT,ETF,ETF,97.13,61.67,57.49959462,혼합
US53656F4173,Roundhill Ball Metaverse ETF,METV,ETF,ETF,17.11,7.38,131.8428184,혼합
US00214Q8078,ARK Space Exploration & Innovation ETF,ARKX,ETF,ETF,21.3,12.38,72.05169628,혼합
US00214Q1040,ARK Innovation ETF,ARKK,ETF,ETF,125.86,35.1,258.5754986,혼합
US4642882249,iShares Global Clean Energy ETF,ICLN,ETF,ETF,25.8,16.35,57.79816514,혼합
US25459Y5208,Direxion Daily South Korea Bull 3X Shares,KORU,ETF,ETF,29.19,4.85,501.8556701,혼합
US37954Y7159,Global X Robotics & Artificial Intelligence ETF,BOTZ,ETF,ETF,39.99,18,122.1666667,혼합
US00214Q4010,ARK Next Generation Internet ETF,ARKW,ETF,ETF,162.04,45.1,259.2904656,혼합
US46434G7988,iShares MSCI Russia ETF,ERUS,ETF,ETF,52.8,7.11,642.6160338,혼합
US25460G1875,Direxion Daily CSI China Internet Bull 2X Shares,CWEB,ETF,ETF,253.6,35.5,614.3661972,혼합
US6745991629,Occidental Petroleum Stock Price Quote,OXY/W,Energy,Oil & Gas E&P,77.13,26.05,196.084453,화학
US78472F1012,"SOC TELEMED, INC.",TLMD,Health Care,Health Care Facilities & Svcs,8,0.5511,1351.64217,의료/의약
US46435U3665,iShares Self-Driving EV and Tech ETF,IDRV,ETF,ETF,57.71,33.54,72.06320811,혼합
US78462F1030,SPDR S&P 500 ETF Trust,SPY,ETF,ETF,479.98,359.7,33.43897693,혼합
US74347G4165,ProShares UltraShort S&P500,SDS,ETF,ETF,54.91,34.55,58.92908828,혼합
US26922A8421,U.S. Global Jets ETF,JETS,ETF,ETF,25.19,15.05,67.37541528,혼합
US46138E3624,Invesco S&P 500 High Dividend Low Volatility ETF,SPHD,ETF,ETF,49.61,39.32,26.1698881,혼합
US38286Q2066,"GORES GUGGENHEIM, INC.",GGPIU,Financial,Capital Markets,16.41,8.53,92.37983587,금융업
KYG7154B1077,Paramount Global,PARA,Media,Entertainment,41.08,18.8,118.5106383,서비스/오락/문화
US25459W7719,Direxion Daily FTSE China Bull 3X Shares,YINN,ETF,ETF,266.4,40.05,565.1685393,혼합
US74347R1077,ProShares Ultra S&P500,SSO,ETF,ETF,74.76,40.28,85.60079444,혼합
US74347R6696,ProShares Ultra Semiconductors,USD,ETF,ETF,58.41,14.33,307.6064201,혼합
US46138G7060,Invesco Solar ETF,TAN,ETF,ETF,101.58,55.54,82.89521066,혼합
US88166A5083,Teucrium Wheat,WEAT,ETF,ETF,12.75,7,82.14285714,혼합
US25460G8490,Direxion Daily 20+ Year Treasury Bear 3X Shares,TMV,ETF,ETF,141,48.05,193.4443288,혼합
US9123183009,"United States Natural Gas Fund, LP",UNG,ETF,ETF,34.5,11.69,195.1240376,혼합
US46137V1347,Invesco WilderHill Clean Energy ETF,PBW,ETF,ETF,96.48,40.52,138.1046397,혼합
US33734X8469,First Trust NASDAQ Cybersecurity ETF,CIBR,ETF,ETF,56.58,38.08,48.58193277,혼합
US78468R7888,SPDR Portfolio S&P 500 High Dividend ETF,SPYD,ETF,ETF,45.83,35.62,28.66367209,혼합
US4642875235,iShares Semiconductor ETF,SOXX,ETF,ETF,559.02,319.11,75.18097208,혼합
US9219108407,Vanguard Mega Cap Value Index Fund,MGV,ETF,ETF,109.92,90.53,21.41831437,혼합
US25460G7815,Direxion Daily Gold Miners Index Bull 2X Shares,NUGT,ETF,ETF,82.86,20.3,308.1773399,혼합
US46435U8615,iShares U.S. Dividend and Buyback ETF,DIVB,ETF,ETF,43.64,33.97,28.46629379,혼합
JP3027710007,iShares Core Nikkei 225 ETF,1329.T,ETF,ETF,"31,050.00","25,435.00",22.07587969,혼합
US25490K5965,Direxion Daily Homebuilders & Supplies Bull 3X Shares,NAIL,ETF,ETF,127.84,18.98,573.5511064,혼합
US26924G2012,ETFMG Prime Cyber Security ETF,HACK,ETF,ETF,67.97,42.95,58.25378347,혼합
US33733E3027,First Trust Dow Jones Internet Index Fund,FDN,ETF,ETF,251.53,121.28,107.3961082,혼합
US33734X1928,First Trust Cloud Computing ETF,SKYY,ETF,ETF,119.99,59.73,100.8873263,혼합
US4642872000,iShares Core S&P 500 ETF,IVV,ETF,ETF,482.07,361.18,33.47084556,혼합
US67623L1098,Offerpad Solutions Inc.,OPAD,Real Estate,Real Estate Services,9.2,1.07,759.8130841,건설업
GB00BYT5JK65,MIMECAST,MIME,ETF,ETF,85.48,45.66,87.20981165,혼합
US4642874329,iShares 20+ Year Treasury Bond ETF,TLT,ETF,ETF,155.12,100.9,53.73637265,혼합
US26922A4206,Defiance Quantum ETF,QTUM,ETF,ETF,57.15,36.12,58.22259136,혼합
US46137V7617,Invesco Dynamic Energy Exploration & Production ETF,PXE,ETF,ETF,36.69,17.54,109.1790194,혼합
US74348A4673,ProShares S&P 500 Dividend Aristocrats ETF,NOBL,ETF,ETF,99.75,80.49,23.92843832,혼합
US9219108167,Vanguard Mega Cap Growth Index Fund,MGK,ETF,ETF,266.44,174.24,52.91551882,혼합
US25460E5217,Direxion Daily FTSE China Bear 3X Shares,YANG,ETF,ETF,48.44,10.07,381.0327706,혼합
US78463V1070,SPDR Gold Shares,GLD,ETF,ETF,193.3,151.03,27.98781699,혼합
US37954Y6243,Global X Autonomous & Electric Vehicles ETF,DRIV,ETF,ETF,32.37,20.17,60.4858701,혼합
US37954Y4750,Global X S&P 500 Covered Call ETF,XYLD,ETF,ETF,51.16,38.3,33.5770235,혼합
US97717Y7904,WisdomTree U.S. Efficient Core Fund,NTSX,ETF,ETF,44.92,30.82,45.7495133,혼합
US25459Y8012,Direxion Daily Cnsmr Discret Bull 3XShrs,WANT,ETF,ETF,111.46,20.83,435.093615,혼합
US98907K1034,ZANE ACQU,ZNTE,Financial Services,Diversified Financial Services,11.5,9.44,21.82,금융업
US23703Q2030,Daqo New Energy Corp,5DQ2.SG,ETF,ETF,76.2,31.2,144.2307692,혼합
US25490K3234,Direxion Daily S&P Biotech Bull 3X Shares,LABU,ETF,ETF,66.75,4.06,1544.08867,혼합
US06746P4809,iPath Series B Bloomberg Nickel Subindex Total Return ETN,JJN,ETF,ETF,74.45,23.21,220.7669108,혼합
US45782C6984,Innovator U.S. Equity Buffer ETF - August,BAUG,ETF,ETF,33.51,28.39,18.0345192,혼합
US46138G6153,Invesco PHLX Semiconductor ETF,SOXQ,ETF,ETF,32.01,18.21,75.78253707,혼합
XS2297549128,Leverage Shares 3x Tesla ETP,TSL3.L,ETF,ETF,19.7,0.93,2018.27957,혼합
US87184Q1076,Syros Pharmaceuticals Inc.,US87184Q1076.SG,ETF,ETF,8.04,0.76,957.8947368,혼합
US8863642075,SoFi Select 500 ETF,SFY,ETF,ETF,17.8,12.78,39.2801252,혼합
JP3046790006,NEXT FUNDS Russia RTS Linked Exchange Traded Fund (1324),1324.T-JP,ETF,ETF,206,81,154.3209877,혼합
US46090F1003,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,PDBC,ETF,ETF,22.73,13.22,71.93645991,혼합
US0321088884,Amplify BlackSwan Growth & Treasury Core ETF,SWAN,ETF,ETF,36.56,24.75,47.71717172,혼합
US9220427424,Vanguard Total World Stock Index Fund ETF Shares,VT,ETF,ETF,109.39,79.03,38.41579147,혼합
US30151E7985,QRAFT AI-Enhanced U.S. Large Cap ETF,QRFT,ETF,ETF,47.14,33.8,39.46745562,혼합
US25459W5408,Direxion Daily 20+ Year Treasury Bull 3X Shares,TMF,ETF,ETF,32.44,8.24,293.6893204,혼합
US25459W5572,Direxion Daily 7-10 Year Treasury Bear 3X Shares,TYO,ETF,ETF,14.23,8.19,73.74847375,혼합
US22539T2666,Credit Suisse X-Links Crude Oil Shares Covered Call ETNs,USOI,ETF,ETF,118,79,49.36708861,혼합
US4642875151,iShares Expanded Tech-Software Sector ETF,IGV,ETF,ETF,448.79,249.4,79.9478749,혼합
US46140H1068,Invesco DB Agriculture Fund,DBA,ETF,ETF,23.01,18.93,21.55309033,혼합
US74347X8645,ProShares UltraPro S&P500,UPRO,ETF,ETF,78.71,29,171.4137931,혼합
US04651A1016,ASYMshares ASYMmetric S&P 500 ETF,ASPY,ETF,ETF,31.64,26.36,20.03034901,혼합
US4642898674,iShares Core Growth Allocation ETF,AOR,ETF,ETF,57.82,44.67,29.43810163,혼합
US78467X1090,SPDR Dow Jones Industrial Average ETF Trust,DIA,ETF,ETF,369.5,289.5,27.63385147,혼합
US8863646456,SonicShares Global Shipping ETF,BOAT,ETF,ETF,37.76,23.58,60.13570823,혼합
US71531R1095,Pershing Square Tontine Holdings Ltd,PSTH,ETF,ETF,20.42,19.54,4.503582395,혼합
